eventID,droneID,startTime,startingPositionX,startingPositionY,startingPositionZ,endingPositionX,endingPositionY,endingPositionZ,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
110,15,53.83734054765549,18.0,0.0,-7.0,0.0,0.0,10.0,-2,-2,-2,-2
111,11,54.242106532907044,12.0,0.0,-7.0,16.0,4.0,10.0,1,[12.84638266  0.84638266 -3.4028737 ],56.13763052309804,116
112,5,54.28287280070699,10.0,0.0,-9.0,10.0,4.0,10.0,-2,-2,-2,-2
113,8,54.57351204732724,6.0,0.0,-7.0,4.0,6.0,10.0,-2,-2,-2,-2
114,2,54.84762284678273,0.0,0.0,-7.0,18.0,0.0,10.0,-2,-2,-2,-2
115,12,55.27524945526485,18.0,0.0,-7.0,8.0,0.0,10.0,-2,-2,-2,-2
116,1,55.3479485290937,14.0,0.0,-5.0,2.0,2.0,10.0,11,[13.01868359  0.16355273 -3.77335449],56.13763052309804,111
117,3,55.66888174841297,10.0,0.0,-9.0,2.0,4.0,10.0,-2,-2,-2,-2
118,14,55.82521720008579,8.0,0.0,-5.0,4.0,0.0,10.0,-2,-2,-2,-2
119,18,56.629153845144636,12.0,0.0,-9.0,8.0,6.0,10.0,-2,-2,-2,-2
120,16,56.83281631881171,10.0,0.0,-9.0,6.0,0.0,10.0,-2,-2,-2,-2
121,19,57.34220951735515,10.0,0.0,-9.0,10.0,4.0,10.0,-2,-2,-2,-2
122,9,59.461130305137,6.0,0.0,-7.0,12.0,2.0,10.0,-2,-2,-2,-2
123,0,59.557524457075154,18.0,0.0,-7.0,12.0,6.0,10.0,-2,-2,-2,-2
124,6,60.24683822736956,0.0,0.0,-9.0,18.0,0.0,10.0,17,[ 7.97851172  0.         -0.57823763],66.04732809194549,129
125,13,60.254441598666205,18.0,0.0,-9.0,18.0,4.0,10.0,-2,-2,-2,-2
126,4,61.90830078697926,14.0,0.0,-7.0,18.0,0.0,10.0,-2,-2,-2,-2
127,10,62.156828635155264,16.0,0.0,-5.0,12.0,6.0,10.0,-2,-2,-2,-2
128,7,62.293043202685446,6.0,0.0,-5.0,8.0,4.0,10.0,-2,-2,-2,-2
129,17,62.40980128003012,4.0,0.0,-7.0,16.0,2.0,10.0,6,[ 8.17615613  0.69602602 -1.08377882],66.04732809194549,124
130,11,63.200342966491505,0.0,0.0,-9.0,6.0,2.0,10.0,-2,-2,-2,-2
131,14,63.5873045482158,8.0,0.0,-5.0,18.0,0.0,10.0,-2,-2,-2,-2
132,8,63.64269062093577,14.0,0.0,-5.0,10.0,6.0,10.0,-2,-2,-2,-2
133,5,63.99111672018079,16.0,0.0,-7.0,4.0,2.0,10.0,-2,-2,-2,-2
134,1,65.00455248700769,8.0,0.0,-5.0,4.0,4.0,10.0,-2,-2,-2,-2
135,12,65.13679091692286,6.0,0.0,-7.0,12.0,0.0,10.0,-2,-2,-2,-2
136,3,66.16888174841297,18.0,0.0,-9.0,8.0,0.0,10.0,-2,-2,-2,-2
137,15,66.21675895079544,4.0,0.0,-9.0,6.0,2.0,10.0,-2,-2,-2,-2
138,16,66.54106023828551,8.0,0.0,-5.0,12.0,4.0,10.0,-2,-2,-2,-2
139,18,66.79035456159542,2.0,0.0,-7.0,4.0,2.0,10.0,-2,-2,-2,-2
140,19,67.05045343682895,0.0,0.0,-5.0,6.0,0.0,10.0,-2,-2,-2,-2
141,2,67.22704124992268,18.0,0.0,-9.0,16.0,6.0,10.0,-2,-2,-2,-2
142,9,68.53030887874553,0.0,0.0,-7.0,10.0,0.0,10.0,-2,-2,-2,-2
143,0,69.05752445707515,14.0,0.0,-9.0,0.0,0.0,10.0,-2,-2,-2,-2
144,13,69.96268551814,10.0,0.0,-7.0,4.0,6.0,10.0,-2,-2,-2,-2
145,7,70.11928112393471,14.0,0.0,-5.0,18.0,0.0,10.0,-2,-2,-2,-2
146,10,70.47848712370188,10.0,0.0,-9.0,14.0,0.0,10.0,-2,-2,-2,-2
147,4,70.64042538526576,4.0,0.0,-9.0,2.0,4.0,10.0,8,[ 3.72869333  0.54261334 -6.42258665],71.96434910948238,148
148,8,71.96434910948238,4.0,0.0,-7.0,16.0,6.0,10.0,4,[ 4.  0. -7.],71.96434910948238,147
149,14,72.60118273687577,12.0,0.0,-5.0,16.0,4.0,10.0,-2,-2,-2,-2
150,17,72.86207376021356,0.0,0.0,-9.0,2.0,6.0,10.0,-2,-2,-2,-2
151,1,73.02016225794839,8.0,0.0,-5.0,8.0,4.0,10.0,-2,-2,-2,-2
152,11,73.2128351637419,16.0,0.0,-5.0,4.0,4.0,10.0,-2,-2,-2,-2
153,6,73.33309055567196,6.0,0.0,-9.0,2.0,0.0,10.0,-2,-2,-2,-2
154,12,74.15066910558284,18.0,0.0,-9.0,4.0,4.0,10.0,-2,-2,-2,-2
155,5,74.44338920036422,2.0,0.0,-9.0,12.0,6.0,10.0,-2,-2,-2,-2
156,16,74.55667000922621,14.0,0.0,-7.0,6.0,4.0,10.0,-2,-2,-2,-2
157,19,75.1282006475307,6.0,0.0,-7.0,6.0,0.0,10.0,-2,-2,-2,-2
158,18,75.40719853140246,8.0,0.0,-5.0,18.0,0.0,10.0,-2,-2,-2,-2
159,15,75.82144530694471,6.0,0.0,-7.0,12.0,2.0,10.0,-2,-2,-2,-2
160,3,76.90433702520491,6.0,0.0,-7.0,2.0,4.0,10.0,-2,-2,-2,-2
161,2,77.23953344717307,16.0,0.0,-7.0,14.0,0.0,10.0,-2,-2,-2,-2
162,7,77.88136847206472,14.0,0.0,-9.0,2.0,2.0,10.0,-2,-2,-2,-2
163,9,78.39185034040354,16.0,0.0,-9.0,18.0,6.0,10.0,-2,-2,-2,-2
164,13,79.46268551814,0.0,0.0,-9.0,4.0,4.0,10.0,4,[ 0.64774588  0.64774588 -5.92320708],81.06781823162466,166
165,10,80.18673104317568,6.0,0.0,-9.0,6.0,0.0,10.0,-2,-2,-2,-2
166,4,80.40003603323733,0.0,0.0,-7.0,10.0,4.0,10.0,13,[ 0.66364728  0.26545891 -5.87179962],81.06781823162466,164
167,14,80.61679250781647,18.0,0.0,-7.0,6.0,6.0,10.0,-2,-2,-2,-2
168,1,80.7822496060784,6.0,0.0,-5.0,4.0,6.0,10.0,-2,-2,-2,-2
169,0,80.85794817828109,16.0,0.0,-9.0,16.0,0.0,10.0,-2,-2,-2,-2
170,8,82.79255302333624,8.0,0.0,-5.0,0.0,0.0,10.0,-2,-2,-2,-2
171,17,82.87456595746396,12.0,0.0,-5.0,18.0,2.0,10.0,-2,-2,-2,-2
172,11,83.02354359891619,18.0,0.0,-7.0,18.0,4.0,10.0,-2,-2,-2,-2
173,6,83.04133447514576,4.0,0.0,-7.0,4.0,2.0,10.0,-2,-2,-2,-2
174,19,83.6282006475307,2.0,0.0,-9.0,12.0,2.0,10.0,-2,-2,-2,-2
175,16,84.16135636537548,10.0,0.0,-9.0,0.0,4.0,10.0,-2,-2,-2,-2
176,18,84.42107672006243,14.0,0.0,-9.0,16.0,6.0,10.0,-2,-2,-2,-2
177,15,84.89062388055324,4.0,0.0,-5.0,8.0,2.0,10.0,-2,-2,-2,-2
178,5,85.5901376051682,10.0,0.0,-5.0,0.0,6.0,10.0,-2,-2,-2,-2
179,2,85.79815483148492,18.0,0.0,-7.0,10.0,2.0,10.0,-2,-2,-2,-2
180,3,85.86257345878937,2.0,0.0,-9.0,4.0,2.0,10.0,-2,-2,-2,-2
181,12,86.11937830916867,12.0,0.0,-9.0,12.0,4.0,10.0,-2,-2,-2,-2
182,9,88.40434253765393,14.0,0.0,-5.0,12.0,6.0,10.0,-2,-2,-2,-2
183,1,88.92165990412825,4.0,0.0,-7.0,16.0,0.0,10.0,-2,-2,-2,-2
184,7,89.1618826447432,12.0,0.0,-9.0,4.0,6.0,10.0,-2,-2,-2,-2
185,13,89.37479931893951,2.0,0.0,-9.0,2.0,0.0,10.0,-2,-2,-2,-2
186,10,89.68673104317568,10.0,0.0,-5.0,8.0,2.0,10.0,-2,-2,-2,-2
187,0,90.35794817828109,16.0,0.0,-7.0,12.0,4.0,10.0,-2,-2,-2,-2
188,4,90.46234193198639,6.0,0.0,-9.0,4.0,6.0,10.0,-2,-2,-2,-2
189,17,91.01397625551381,10.0,0.0,-9.0,2.0,6.0,10.0,-2,-2,-2,-2
190,8,91.29255302333624,8.0,0.0,-5.0,12.0,2.0,10.0,-2,-2,-2,-2
191,14,91.44499642167033,12.0,0.0,-7.0,4.0,6.0,10.0,-2,-2,-2,-2
192,6,91.59995585945761,12.0,0.0,-9.0,14.0,6.0,10.0,-2,-2,-2,-2
193,11,91.75566819720268,16.0,0.0,-5.0,2.0,6.0,10.0,-2,-2,-2,-2
194,15,92.7168618018025,10.0,0.0,-7.0,14.0,0.0,10.0,-2,-2,-2,-2
195,19,94.41012997395461,8.0,0.0,-9.0,16.0,4.0,10.0,18,[11.07275921  1.53637961 -1.70219687],98.44312643814472,196
196,18,94.43356891731283,10.0,0.0,-9.0,14.0,6.0,10.0,19,[11.57837942  2.36756913 -1.50269776],98.44312643814472,195
197,16,95.08152119929626,18.0,0.0,-9.0,6.0,6.0,10.0,-2,-2,-2,-2
198,5,95.0901376051682,6.0,0.0,-5.0,10.0,2.0,10.0,-2,-2,-2,-2
199,2,95.24537664533051,0.0,0.0,-7.0,14.0,0.0,10.0,-2,-2,-2,-2
200,3,95.46725981493864,10.0,0.0,-5.0,10.0,6.0,10.0,-2,-2,-2,-2
201,12,95.82762222864247,4.0,0.0,-7.0,4.0,6.0,10.0,-2,-2,-2,-2
202,9,96.54375283570378,10.0,0.0,-9.0,16.0,0.0,10.0,-2,-2,-2,-2
203,10,97.31889980441255,2.0,0.0,-7.0,8.0,0.0,10.0,-2,-2,-2,-2
204,13,98.87479931893951,16.0,0.0,-5.0,10.0,6.0,10.0,-2,-2,-2,-2
205,8,99.1187909445855,2.0,0.0,-5.0,14.0,0.0,10.0,-2,-2,-2,-2
206,0,99.31618461186555,6.0,0.0,-9.0,2.0,4.0,10.0,-2,-2,-2,-2
207,1,99.32598592747065,18.0,0.0,-7.0,8.0,4.0,10.0,-2,-2,-2,-2
208,7,99.89733792153514,16.0,0.0,-5.0,8.0,4.0,10.0,-2,-2,-2,-2
209,4,100.47483412923678,18.0,0.0,-5.0,10.0,4.0,10.0,-2,-2,-2,-2
210,14,101.30653788332833,14.0,0.0,-9.0,10.0,6.0,10.0,-2,-2,-2,-2
211,15,101.44898640008898,4.0,0.0,-7.0,6.0,6.0,10.0,-2,-2,-2,-2
212,6,101.612448056708,2.0,0.0,-9.0,6.0,2.0,10.0,-2,-2,-2,-2
213,17,101.74943153230575,0.0,0.0,-9.0,10.0,6.0,10.0,-2,-2,-2,-2
214,11,102.44444736041865,12.0,0.0,-7.0,8.0,2.0,10.0,-2,-2,-2,-2
215,5,102.91637552641745,14.0,0.0,-5.0,14.0,4.0,10.0,-2,-2,-2,-2
216,3,103.5450070256404,6.0,0.0,-9.0,14.0,2.0,10.0,18,[ 6.81092826  0.20273207 -7.07404538],104.59476963376362,217
217,18,104.59476963376362,6.0,0.0,-7.0,8.0,0.0,10.0,3,[ 6.  0. -7.],104.59476963376362,216
218,12,104.84150041730244,10.0,0.0,-7.0,18.0,0.0,10.0,-2,-2,-2,-2
219,19,104.91012997395461,0.0,0.0,-9.0,2.0,6.0,10.0,-2,-2,-2,-2
220,2,106.25673441810312,10.0,0.0,-7.0,2.0,0.0,10.0,-2,-2,-2,-2
221,10,106.33277799307253,14.0,0.0,-7.0,12.0,6.0,10.0,-2,-2,-2,-2
222,9,106.50618225828943,16.0,0.0,-9.0,2.0,6.0,10.0,-2,-2,-2,-2
223,16,106.71122454890927,18.0,0.0,-7.0,14.0,2.0,10.0,-2,-2,-2,-2
224,13,107.49164328874656,14.0,0.0,-9.0,10.0,0.0,10.0,-2,-2,-2,-2
225,7,108.62946251982163,0.0,0.0,-9.0,2.0,0.0,10.0,-2,-2,-2,-2
226,8,108.72347730073477,4.0,0.0,-7.0,6.0,4.0,10.0,-2,-2,-2,-2
227,4,109.20695872752327,12.0,0.0,-9.0,18.0,6.0,10.0,-2,-2,-2,-2
228,0,109.22829841266505,18.0,0.0,-9.0,2.0,4.0,10.0,-2,-2,-2,-2
229,1,109.38829182621971,2.0,0.0,-7.0,2.0,2.0,10.0,-2,-2,-2,-2
230,15,110.51816497369751,4.0,0.0,-7.0,10.0,4.0,10.0,-2,-2,-2,-2
231,5,110.67846287454746,10.0,0.0,-9.0,8.0,6.0,10.0,6,[ 9.86145391  0.41563827 -7.68381213],111.37205870467957,233
232,11,111.23364527604213,14.0,0.0,-9.0,10.0,6.0,10.0,-2,-2,-2,-2
233,6,111.37205870467957,10.0,0.0,-7.0,6.0,0.0,10.0,5,[10.  0. -7.],111.37205870467957,231
234,14,111.46773859977912,0.0,0.0,-7.0,6.0,2.0,10.0,-2,-2,-2,-2
235,17,112.89617993710972,16.0,0.0,-9.0,16.0,4.0,10.0,-2,-2,-2,-2
236,18,113.15339101807547,10.0,0.0,-5.0,2.0,0.0,10.0,-2,-2,-2,-2
237,3,113.9011646142444,6.0,0.0,-5.0,12.0,6.0,10.0,-2,-2,-2,-2
238,12,114.23564753133041,8.0,0.0,-5.0,4.0,0.0,10.0,-2,-2,-2,-2
239,19,114.922622171205,10.0,0.0,-7.0,18.0,4.0,10.0,-2,-2,-2,-2
240,10,115.40195656668105,16.0,0.0,-7.0,2.0,2.0,10.0,-2,-2,-2,-2
241,16,115.50042246453275,2.0,0.0,-9.0,10.0,0.0,10.0,-2,-2,-2,-2
242,2,115.6508815321311,6.0,0.0,-7.0,12.0,2.0,10.0,-2,-2,-2,-2
243,13,117.19988720822036,2.0,0.0,-7.0,16.0,6.0,10.0,-2,-2,-2,-2
244,8,117.51267521635825,8.0,0.0,-5.0,10.0,6.0,10.0,-2,-2,-2,-2
245,1,117.94691321053156,18.0,0.0,-7.0,16.0,6.0,10.0,-2,-2,-2,-2
246,7,118.18194910709303,14.0,0.0,-5.0,0.0,4.0,10.0,-2,-2,-2,-2
247,9,118.68197792017534,12.0,0.0,-7.0,4.0,0.0,10.0,-2,-2,-2,-2
248,4,119.61128475086568,12.0,0.0,-9.0,14.0,6.0,10.0,-2,-2,-2,-2
249,15,119.7512576300072,6.0,0.0,-5.0,12.0,6.0,10.0,-2,-2,-2,-2
250,6,120.10418330296606,6.0,0.0,-9.0,16.0,2.0,10.0,-2,-2,-2,-2
251,14,120.53691717338765,4.0,0.0,-9.0,8.0,4.0,10.0,-2,-2,-2,-2
252,5,120.69095507179786,2.0,0.0,-5.0,12.0,4.0,10.0,-2,-2,-2,-2
253,11,121.39484599249292,16.0,0.0,-7.0,18.0,6.0,10.0,-2,-2,-2,-2
254,18,121.65339101807547,0.0,0.0,-9.0,18.0,2.0,10.0,-2,-2,-2,-2
255,0,121.80804403807417,10.0,0.0,-9.0,2.0,0.0,10.0,12,[4.78844962 0.         3.37743216],128.52297300920583,256
256,12,121.99773487946042,6.0,0.0,-9.0,4.0,0.0,10.0,0,[4.6338137 0.        3.9787698],128.52297300920583,255
257,3,122.51800858405144,8.0,0.0,-7.0,4.0,6.0,10.0,-2,-2,-2,-2
258,17,122.60442385658352,12.0,0.0,-7.0,16.0,6.0,10.0,-2,-2,-2,-2
259,19,124.52730852735428,18.0,0.0,-5.0,4.0,0.0,10.0,-2,-2,-2,-2
260,2,124.72006010573962,2.0,0.0,-5.0,10.0,0.0,10.0,-2,-2,-2,-2
261,8,125.6520855144081,6.0,0.0,-7.0,2.0,6.0,10.0,-2,-2,-2,-2
262,16,125.8081865285769,14.0,0.0,-7.0,12.0,4.0,10.0,-2,-2,-2,-2
263,10,126.45862876042904,8.0,0.0,-7.0,18.0,0.0,10.0,-2,-2,-2,-2
264,1,127.01609178414009,16.0,0.0,-7.0,18.0,6.0,10.0,-2,-2,-2,-2
265,9,128.0761250342033,4.0,0.0,-7.0,4.0,4.0,10.0,-2,-2,-2,-2
266,15,128.36810159981425,0.0,0.0,-5.0,10.0,2.0,10.0,-2,-2,-2,-2
267,13,128.61259941873368,6.0,0.0,-7.0,10.0,4.0,10.0,-2,-2,-2,-2
268,7,128.63422158727647,18.0,0.0,-9.0,4.0,0.0,10.0,-2,-2,-2,-2
269,4,129.62377694811607,6.0,0.0,-7.0,18.0,2.0,10.0,-2,-2,-2,-2
270,5,129.92404772810755,12.0,0.0,-7.0,10.0,4.0,10.0,-2,-2,-2,-2
271,14,130.44903097418717,0.0,0.0,-9.0,2.0,4.0,10.0,-2,-2,-2,-2
272,11,130.46402456610144,18.0,0.0,-9.0,16.0,6.0,10.0,-2,-2,-2,-2
